|dates|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Clarion_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|29.0|0|2.0|0|0.0|0
0|2020-05-28|29.0|0|2.0|0|0.0|0
0|2020-05-29|29.0|0|2.0|0|0.0|0
0|2020-05-30|29.0|0|2.0|0|0.0|0
