|dates|Benton_Washington_UnitedStates.JHU_ConfirmedCases.data|Benton_Washington_UnitedStates.JHU_ConfirmedCases.missing|Benton_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|733.0|0|60.0|0|0.0|0
0|2020-05-28|733.0|0|60.0|0|0.0|0
0|2020-05-29|733.0|0|60.0|0|0.0|0
0|2020-05-30|733.0|0|60.0|0|0.0|0
