|dates|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.data|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5316.0|0|313.0|0|0.0|0
0|2020-05-28|5316.0|0|313.0|0|0.0|0
0|2020-05-29|5316.0|0|313.0|0|0.0|0
0|2020-05-30|5316.0|0|313.0|0|0.0|0
