|dates|Monroe_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Monroe_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|0.0|0|0.0|0
0|2020-05-28|16.0|0|0.0|0|0.0|0
0|2020-05-29|16.0|0|0.0|0|0.0|0
0|2020-05-30|16.0|0|0.0|0|0.0|0
