|dates|WestBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.data|WestBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|WestBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|WestBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|WestBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|WestBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|148.0|0|30.0|0|0.0|0
0|2020-05-18|148.0|0|30.0|0|0.0|0
0|2020-05-19|148.0|0|30.0|0|0.0|0
0|2020-05-20|149.0|0|30.0|0|0.0|0
0|2020-05-21|152.0|0|30.0|0|0.0|0
0|2020-05-22|154.0|0|30.0|0|0.0|0
0|2020-05-23|154.0|0|30.0|0|0.0|0
