|dates|Ralls_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ralls_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ralls_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ralls_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ralls_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ralls_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
