|dates|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedCases.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SaltLake_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4682.0|0|70.0|0|0.0|0
0|2020-05-28|4682.0|0|70.0|0|0.0|0
0|2020-05-29|4682.0|0|70.0|0|0.0|0
0|2020-05-30|4682.0|0|70.0|0|0.0|0
