|dates|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19606.0|0|1031.0|0|0.0|0
0|2020-05-18|19953.0|0|1080.0|0|0.0|0
0|2020-05-19|20132.0|0|1109.0|0|0.0|0
0|2020-05-20|20359.0|0|1152.0|0|0.0|0
0|2020-05-21|20700.0|0|1178.0|0|0.0|0
0|2020-05-22|21009.0|0|1221.0|0|0.0|0
0|2020-05-23|21009.0|0|1221.0|0|0.0|0
