|dates|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|47.0|0|1.0|0|0.0|0
0|2020-05-25|47.0|0|1.0|0|0.0|0
0|2020-05-26|47.0|0|1.0|0|0.0|0
