|dates|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|996.0|0|46.0|0|0.0|0
0|2020-05-15|1021.0|0|46.0|0|0.0|0
0|2020-05-16|1021.0|0|46.0|0|0.0|0
