|dates|Bethel_Alaska_UnitedStates.JHU_ConfirmedCases.data|Bethel_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Bethel_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Bethel_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Bethel_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Bethel_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
