|dates|Sumter_Florida_UnitedStates.JHU_ConfirmedCases.data|Sumter_Florida_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|253.0|0|17.0|0|0.0|0
0|2020-05-28|253.0|0|17.0|0|0.0|0
0|2020-05-29|253.0|0|17.0|0|0.0|0
0|2020-05-30|253.0|0|17.0|0|0.0|0
