|dates|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|135.0|0|7.0|0|0.0|0
0|2020-05-15|137.0|0|7.0|0|0.0|0
0|2020-05-16|137.0|0|7.0|0|0.0|0
