|dates|Henry_Missouri_UnitedStates.JHU_ConfirmedCases.data|Henry_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Henry_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|1.0|0|0.0|0
0|2020-05-15|9.0|0|1.0|0|0.0|0
0|2020-05-16|9.0|0|1.0|0|0.0|0
