|dates|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.data|Coryell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coryell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coryell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|224.0|0|2.0|0|0.0|0
0|2020-05-18|224.0|0|2.0|0|0.0|0
0|2020-05-19|226.0|0|2.0|0|0.0|0
0|2020-05-20|225.0|0|2.0|0|0.0|0
0|2020-05-21|226.0|0|2.0|0|0.0|0
0|2020-05-22|226.0|0|2.0|0|0.0|0
0|2020-05-23|226.0|0|2.0|0|0.0|0
