|dates|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Racine_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1579.0|0|28.0|0|0.0|0
0|2020-05-28|1579.0|0|28.0|0|0.0|0
0|2020-05-29|1579.0|0|28.0|0|0.0|0
0|2020-05-30|1579.0|0|28.0|0|0.0|0
