|dates|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|483.0|0|3.0|0|0.0|0
0|2020-05-28|483.0|0|3.0|0|0.0|0
0|2020-05-29|483.0|0|3.0|0|0.0|0
0|2020-05-30|483.0|0|3.0|0|0.0|0
