|dates|Weld_Colorado_UnitedStates.JHU_ConfirmedCases.data|Weld_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Weld_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Weld_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Weld_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Weld_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2430.0|0|128.0|0|0.0|0
0|2020-05-28|2430.0|0|128.0|0|0.0|0
0|2020-05-29|2430.0|0|128.0|0|0.0|0
0|2020-05-30|2430.0|0|128.0|0|0.0|0
