|dates|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1511.0|0|159.0|0|0.0|0
0|2020-05-28|1511.0|0|159.0|0|0.0|0
0|2020-05-29|1511.0|0|159.0|0|0.0|0
0|2020-05-30|1511.0|0|159.0|0|0.0|0
