|dates|RockIsland_Illinois_UnitedStates.JHU_ConfirmedCases.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedCases.missing|RockIsland_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|RockIsland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|577.0|0|18.0|0|0.0|0
0|2020-05-18|590.0|0|18.0|0|0.0|0
0|2020-05-19|594.0|0|21.0|0|0.0|0
0|2020-05-20|600.0|0|21.0|0|0.0|0
0|2020-05-21|604.0|0|22.0|0|0.0|0
0|2020-05-22|617.0|0|22.0|0|0.0|0
0|2020-05-23|617.0|0|22.0|0|0.0|0
