|dates|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Berkeley_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|210.0|0|6.0|0|0.0|0
0|2020-05-18|215.0|0|6.0|0|0.0|0
0|2020-05-19|215.0|0|6.0|0|0.0|0
0|2020-05-20|245.0|0|6.0|0|0.0|0
0|2020-05-21|248.0|0|6.0|0|0.0|0
0|2020-05-22|256.0|0|6.0|0|0.0|0
0|2020-05-23|256.0|0|6.0|0|0.0|0
