|dates|Seminole_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Seminole_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|2.0|0|0.0|0
0|2020-05-28|23.0|0|2.0|0|0.0|0
0|2020-05-29|23.0|0|2.0|0|0.0|0
0|2020-05-30|23.0|0|2.0|0|0.0|0
