|dates|Calhoun_Florida_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Florida_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|1.0|0|0.0|0
0|2020-05-18|41.0|0|1.0|0|0.0|0
0|2020-05-19|40.0|0|2.0|0|0.0|0
0|2020-05-20|40.0|0|2.0|0|0.0|0
0|2020-05-21|41.0|0|2.0|0|0.0|0
0|2020-05-22|52.0|0|3.0|0|0.0|0
0|2020-05-23|52.0|0|3.0|0|0.0|0
