|dates|Montgomery_NewYork_UnitedStates.JHU_ConfirmedCases.data|Montgomery_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|1.0|0|0.0|0
0|2020-05-18|75.0|0|1.0|0|0.0|0
0|2020-05-19|75.0|0|4.0|0|0.0|0
0|2020-05-20|75.0|0|4.0|0|0.0|0
0|2020-05-21|77.0|0|4.0|0|0.0|0
0|2020-05-22|77.0|0|4.0|0|0.0|0
0|2020-05-23|77.0|0|4.0|0|0.0|0
