|dates|ElDorado_California_UnitedStates.JHU_ConfirmedCases.data|ElDorado_California_UnitedStates.JHU_ConfirmedCases.missing|ElDorado_California_UnitedStates.JHU_ConfirmedDeaths.data|ElDorado_California_UnitedStates.JHU_ConfirmedDeaths.missing|ElDorado_California_UnitedStates.JHU_ConfirmedRecoveries.data|ElDorado_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|80.0|0|0.0|0|0.0|0
0|2020-05-28|80.0|0|0.0|0|0.0|0
0|2020-05-29|80.0|0|0.0|0|0.0|0
0|2020-05-30|80.0|0|0.0|0|0.0|0
