|dates|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Ozaukee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|144.0|0|11.0|0|0.0|0
0|2020-05-28|144.0|0|11.0|0|0.0|0
0|2020-05-29|144.0|0|11.0|0|0.0|0
0|2020-05-30|144.0|0|11.0|0|0.0|0
