|dates|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|129.0|0|10.0|0|0.0|0
0|2020-05-18|130.0|0|10.0|0|0.0|0
0|2020-05-19|130.0|0|10.0|0|0.0|0
0|2020-05-20|131.0|0|11.0|0|0.0|0
0|2020-05-21|131.0|0|11.0|0|0.0|0
0|2020-05-22|137.0|0|12.0|0|0.0|0
0|2020-05-23|137.0|0|12.0|0|0.0|0
