|dates|Nueces_Texas_UnitedStates.JHU_ConfirmedCases.data|Nueces_Texas_UnitedStates.JHU_ConfirmedCases.missing|Nueces_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Nueces_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Nueces_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Nueces_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|186.0|0|3.0|0|0.0|0
0|2020-05-15|209.0|0|3.0|0|0.0|0
0|2020-05-16|209.0|0|3.0|0|0.0|0
