|dates|Marion_Indiana_UnitedStates.JHU_ConfirmedCases.data|Marion_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Marion_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8303.0|0|477.0|0|0.0|0
0|2020-05-18|8406.0|0|480.0|0|0.0|0
0|2020-05-19|8541.0|0|497.0|0|0.0|0
0|2020-05-20|8656.0|0|505.0|0|0.0|0
0|2020-05-21|8815.0|0|518.0|0|0.0|0
0|2020-05-22|8928.0|0|528.0|0|0.0|0
0|2020-05-23|8928.0|0|528.0|0|0.0|0
