|dates|Leake_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Leake_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Leake_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Leake_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Leake_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Leake_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|395.0|0|12.0|0|0.0|0
0|2020-05-28|395.0|0|12.0|0|0.0|0
0|2020-05-29|395.0|0|12.0|0|0.0|0
0|2020-05-30|395.0|0|12.0|0|0.0|0
