|dates|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|928.0|0|61.0|0|0.0|0
0|2020-05-25|932.0|0|61.0|0|0.0|0
0|2020-05-26|932.0|0|61.0|0|0.0|0
