|dates|Gunnison_Colorado_UnitedStates.JHU_ConfirmedCases.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Gunnison_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Gunnison_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Gunnison_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|177.0|0|6.0|0|0.0|0
0|2020-05-28|177.0|0|6.0|0|0.0|0
0|2020-05-29|177.0|0|6.0|0|0.0|0
0|2020-05-30|177.0|0|6.0|0|0.0|0
