|dates|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
