|dates|Hardeman_Texas_UnitedStates.JHU_ConfirmedCases.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hardeman_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hardeman_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33912.0|0|925.0|0|0.0|0
0|2020-05-28|33912.0|0|925.0|0|0.0|0
0|2020-05-29|33912.0|0|925.0|0|0.0|0
0|2020-05-30|33912.0|0|925.0|0|0.0|0
