|dates|Atascosa_Texas_UnitedStates.JHU_ConfirmedCases.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedCases.missing|Atascosa_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Atascosa_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Atascosa_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|27.0|0|1.0|0|0.0|0
0|2020-05-15|30.0|0|1.0|0|0.0|0
0|2020-05-16|30.0|0|1.0|0|0.0|0
