|dates|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|432.0|0|30.0|0|0.0|0
0|2020-05-15|437.0|0|30.0|0|0.0|0
0|2020-05-16|437.0|0|30.0|0|0.0|0
