|dates|Glynn_Georgia_UnitedStates.JHU_ConfirmedCases.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Glynn_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Glynn_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Glynn_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|74.0|0|1.0|0|0.0|0
0|2020-05-15|77.0|0|1.0|0|0.0|0
0|2020-05-16|77.0|0|1.0|0|0.0|0
