|dates|Columbia_Georgia_UnitedStates.JHU_ConfirmedCases.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|237.0|0|7.0|0|0.0|0
0|2020-05-28|237.0|0|7.0|0|0.0|0
0|2020-05-29|237.0|0|7.0|0|0.0|0
0|2020-05-30|237.0|0|7.0|0|0.0|0
