|dates|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|805.0|0|55.0|0|0.0|0
0|2020-05-28|805.0|0|55.0|0|0.0|0
0|2020-05-29|805.0|0|55.0|0|0.0|0
0|2020-05-30|805.0|0|55.0|0|0.0|0
