|dates|Day_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Day_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Day_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Day_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Day_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Day_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
