|dates|Osceola_Florida_UnitedStates.JHU_ConfirmedCases.data|Osceola_Florida_UnitedStates.JHU_ConfirmedCases.missing|Osceola_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Osceola_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Osceola_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Osceola_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|622.0|0|17.0|0|0.0|0
0|2020-05-18|627.0|0|17.0|0|0.0|0
0|2020-05-19|629.0|0|17.0|0|0.0|0
0|2020-05-20|636.0|0|18.0|0|0.0|0
0|2020-05-21|640.0|0|18.0|0|0.0|0
0|2020-05-22|644.0|0|18.0|0|0.0|0
0|2020-05-23|644.0|0|18.0|0|0.0|0
