|dates|Clark_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Clark_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Clark_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|36.0|0|0.0|0|0.0|0
0|2020-05-25|36.0|0|0.0|0|0.0|0
0|2020-05-26|36.0|0|0.0|0|0.0|0
