|dates|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|670.0|0|15.0|0|0.0|0
0|2020-05-28|670.0|0|15.0|0|0.0|0
0|2020-05-29|670.0|0|15.0|0|0.0|0
0|2020-05-30|670.0|0|15.0|0|0.0|0
