|dates|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|224.0|0|3.0|0|0.0|0
0|2020-05-18|225.0|0|3.0|0|0.0|0
0|2020-05-19|229.0|0|3.0|0|0.0|0
0|2020-05-20|229.0|0|3.0|0|0.0|0
0|2020-05-21|235.0|0|3.0|0|0.0|0
0|2020-05-22|236.0|0|3.0|0|0.0|0
0|2020-05-23|236.0|0|3.0|0|0.0|0
