|dates|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|77.0|0|3.0|0|0.0|0
0|2020-05-18|77.0|0|3.0|0|0.0|0
0|2020-05-19|77.0|0|3.0|0|0.0|0
0|2020-05-20|77.0|0|3.0|0|0.0|0
0|2020-05-21|77.0|0|3.0|0|0.0|0
0|2020-05-22|77.0|0|3.0|0|0.0|0
0|2020-05-23|77.0|0|3.0|0|0.0|0
