|dates|Chaffee_Colorado_UnitedStates.JHU_ConfirmedCases.data|Chaffee_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Chaffee_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Chaffee_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Chaffee_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Chaffee_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|71.0|0|19.0|0|0.0|0
0|2020-05-28|71.0|0|19.0|0|0.0|0
0|2020-05-29|71.0|0|19.0|0|0.0|0
0|2020-05-30|71.0|0|19.0|0|0.0|0
