|dates|Washington_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Washington_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Washington_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|143.0|0|5.0|0|0.0|0
0|2020-05-18|145.0|0|5.0|0|0.0|0
0|2020-05-19|151.0|0|5.0|0|0.0|0
0|2020-05-20|154.0|0|5.0|0|0.0|0
0|2020-05-21|154.0|0|5.0|0|0.0|0
0|2020-05-22|213.0|0|5.0|0|0.0|0
0|2020-05-23|213.0|0|5.0|0|0.0|0
