|dates|Simpson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Simpson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Simpson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Simpson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Simpson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Simpson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|76.0|0|0.0|0|0.0|0
0|2020-05-18|78.0|0|0.0|0|0.0|0
0|2020-05-19|78.0|0|0.0|0|0.0|0
0|2020-05-20|79.0|0|0.0|0|0.0|0
0|2020-05-21|79.0|0|0.0|0|0.0|0
0|2020-05-22|82.0|0|0.0|0|0.0|0
0|2020-05-23|82.0|0|0.0|0|0.0|0
