|dates|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|941.0|0|59.0|0|0.0|0
0|2020-05-25|955.0|0|59.0|0|0.0|0
0|2020-05-26|955.0|0|59.0|0|0.0|0
