|dates|Douglas_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Douglas_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|0.0|0|0.0|0
0|2020-05-15|18.0|0|0.0|0|0.0|0
0|2020-05-16|18.0|0|0.0|0|0.0|0
