|dates|Livingston_Illinois_UnitedStates.JHU_ConfirmedCases.data|Livingston_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Livingston_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|25.0|0|1.0|0|0.0|0
0|2020-05-15|25.0|0|1.0|0|0.0|0
0|2020-05-16|25.0|0|1.0|0|0.0|0
