|dates|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|4.0|0|0.0|0
0|2020-05-18|36.0|0|4.0|0|0.0|0
0|2020-05-19|36.0|0|4.0|0|0.0|0
0|2020-05-20|39.0|0|4.0|0|0.0|0
0|2020-05-21|39.0|0|4.0|0|0.0|0
0|2020-05-22|48.0|0|4.0|0|0.0|0
0|2020-05-23|48.0|0|4.0|0|0.0|0
