|dates|Union_Iowa_UnitedStates.JHU_ConfirmedCases.data|Union_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Union_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Union_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
