|dates|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|6.0|0|0.0|0
0|2020-05-18|50.0|0|6.0|0|0.0|0
0|2020-05-19|50.0|0|9.0|0|0.0|0
0|2020-05-20|51.0|0|9.0|0|0.0|0
0|2020-05-21|51.0|0|9.0|0|0.0|0
0|2020-05-22|53.0|0|9.0|0|0.0|0
0|2020-05-23|53.0|0|9.0|0|0.0|0
