|dates|Lawrence_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|0.0|0|0.0|0
0|2020-05-18|33.0|0|0.0|0|0.0|0
0|2020-05-19|35.0|0|0.0|0|0.0|0
0|2020-05-20|35.0|0|0.0|0|0.0|0
0|2020-05-21|38.0|0|0.0|0|0.0|0
0|2020-05-22|40.0|0|0.0|0|0.0|0
0|2020-05-23|40.0|0|0.0|0|0.0|0
