|dates|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marathon_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|41.0|0|1.0|0|0.0|0
0|2020-05-25|42.0|0|1.0|0|0.0|0
0|2020-05-26|42.0|0|1.0|0|0.0|0
