|dates|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pender_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|74.0|0|1.0|0|0.0|0
0|2020-05-28|74.0|0|1.0|0|0.0|0
0|2020-05-29|74.0|0|1.0|0|0.0|0
0|2020-05-30|74.0|0|1.0|0|0.0|0
