|dates|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|321.0|0|17.0|0|0.0|0
0|2020-05-18|322.0|0|17.0|0|0.0|0
0|2020-05-19|323.0|0|17.0|0|0.0|0
0|2020-05-20|324.0|0|17.0|0|0.0|0
0|2020-05-21|331.0|0|17.0|0|0.0|0
0|2020-05-22|339.0|0|17.0|0|0.0|0
0|2020-05-23|339.0|0|17.0|0|0.0|0
