|dates|Nacogdoches_Texas_UnitedStates.JHU_ConfirmedCases.data|Nacogdoches_Texas_UnitedStates.JHU_ConfirmedCases.missing|Nacogdoches_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Nacogdoches_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Nacogdoches_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Nacogdoches_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|261.0|0|17.0|0|0.0|0
0|2020-05-28|261.0|0|17.0|0|0.0|0
0|2020-05-29|261.0|0|17.0|0|0.0|0
0|2020-05-30|261.0|0|17.0|0|0.0|0
