|dates|Bartow_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bartow_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bartow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|443.0|0|36.0|0|0.0|0
0|2020-05-25|443.0|0|36.0|0|0.0|0
0|2020-05-26|443.0|0|36.0|0|0.0|0
