|dates|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|296.0|0|13.0|0|0.0|0
0|2020-05-25|300.0|0|13.0|0|0.0|0
0|2020-05-26|300.0|0|13.0|0|0.0|0
