|dates|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|437.0|0|15.0|0|0.0|0
0|2020-05-18|439.0|0|18.0|0|0.0|0
0|2020-05-19|445.0|0|19.0|0|0.0|0
0|2020-05-20|452.0|0|19.0|0|0.0|0
0|2020-05-21|455.0|0|22.0|0|0.0|0
0|2020-05-22|478.0|0|22.0|0|0.0|0
0|2020-05-23|478.0|0|22.0|0|0.0|0
