|dates|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedCases.data|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|BoxButte_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
