|dates|Wilkin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Wilkin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Wilkin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Wilkin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Wilkin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Wilkin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|11.0|0|3.0|0|0.0|0
0|2020-05-25|11.0|0|3.0|0|0.0|0
0|2020-05-26|11.0|0|3.0|0|0.0|0
